Latitude,Longitude,Elevation,Mean Temperature,Humidity,Rainfall,clay,cec,ocs,sand,silt,ocd,nitrogen,wv1500,cfvo,wv0033,wv0010,soc,bdod,phh2o,Phosphorus,Potassium
9.9,77.3,397,20.45,85.99,0.0,302,255,43,381,318,325,324,143,74,281,364,482.0,132.0,67,5823.55,723.9300000000001
9.9,77.4,342,20.45,85.99,0.0,298,270,48,428,273,321,296,158,73,320,382,353.0,139.0,67,4285.3,719.38
9.9,77.5,313,20.45,85.99,0.0,310,251,38,440,250,297,291,158,75,289,353,329.0,140.0,68,3981.2999999999997,714.6700000000001
9.9,77.6,380,20.45,85.99,0.0,318,265,45,427,254,323,257,168,88,286,370,321.0,135.0,68,3894.45,747.5
9.9,77.7,248,20.45,85.99,0.0,336,243,48,429,235,343,246,156,86,285,357,317.0,135.0,68,3835.5,762.22
9.9,77.8,191,20.45,85.99,0.0,306,256,39,434,260,286,265,144,86,291,354,280.0,151.0,71,3389.0,713.8900000000001
9.9,77.9,151,23.52,84.62,0.0,315,305,42,414,271,304,255,151,94,264,352,291.0,151.0,74,3531.35,765.0899999999999
9.9,78.0,154,23.52,84.62,0.0,242,155,28,658,100,262,242,106,153,210,280,252.0,169.0,78,2984.45,441.66
9.9,78.2,125,23.52,84.62,0.0,336,303,36,412,252,281,236,159,88,269,346,289.0,149.0,75,3503.05,800.15
9.9,78.3,118,23.52,84.62,0.0,354,297,36,387,260,270,250,168,79,272,342,271.0,149.0,73,3288.1499999999996,834.9200000000002
9.9,78.4,103,23.52,84.62,0.0,327,272,33,378,295,280,266,176,88,276,333,276.0,147.0,71,3341.35,770.57
9.9,78.5,98,24.59,84.52,0.0,325,251,35,377,298,291,233,164,101,292,312,339.0,148.0,70,4086.8500000000004,746.3199999999999
9.9,78.6,94,24.59,84.52,0.0,336,322,34,362,302,288,274,168,91,283,332,303.0,149.0,72,3680.5,821.26
9.9,78.7,59,24.59,84.52,0.0,293,280,37,400,308,315,248,168,98,285,340,332.0,149.0,73,4013.7,710.81
9.9,78.8,48,24.59,84.52,0.0,331,260,39,366,303,321,262,182,63,277,356,307.0,144.0,73,3710.7,783.9200000000001
9.9,78.9,32,24.59,84.52,0.0,351,292,38,383,266,331,301,173,58,270,362,345.0,141.0,75,4175.2,836.58
9.9,79.0,18,24.59,84.52,0.0,329,321,41,349,322,331,333,183,58,307,365,423.0,139.0,73,5126.3,825.9200000000001
9.9,79.1,6,25.92,81.36,0.07,374,344,48,312,314,353,337,199,72,295,381,443.0,136.0,72,5380.45105,938.34
10.0,76.4,5,27.42,75.94,1.45,297,190,51,406,297,366,306,172,171,326,385,427.0,123.0,53,5175.47175,680.7500000000001
10.0,76.5,38,27.42,75.94,1.45,312,196,48,399,288,354,339,156,133,327,389,376.0,118.0,54,4564.471750000001,714.72
10.0,76.6,20,22.04,84.56,0.0,287,165,55,419,294,346,346,159,128,327,386,343.0,116.0,53,4158.95,644.1
10.0,76.7,43,22.04,84.56,0.0,312,155,58,367,321,356,427,160,124,323,391,415.0,117.0,53,5020.7,700.47
10.0,76.8,196,22.04,84.56,0.0,306,147,60,344,350,390,500,167,148,340,388,455.0,108.0,53,5497.15,689.0400000000001
10.0,76.9,569,22.04,84.56,0.0,372,178,66,352,276,424,682,202,180,318,409,521.0,110.0,55,6301.05,828.7099999999999
10.0,77.0,637,22.04,84.56,0.0,325,151,58,412,264,378,440,188,113,338,398,456.0,112.0,53,5513.05,704.83
10.0,77.1,924,22.04,84.56,0.0,347,159,62,335,318,411,405,188,112,315,397,417.0,111.0,54,5045.5,769.06
10.0,77.2,1204,20.45,85.99,0.0,350,187,67,321,329,425,446,206,93,322,410,489.0,110.0,54,5922.55,797.8600000000001
10.0,77.3,726,20.45,85.99,0.0,290,249,64,401,308,376,392,160,159,301,373,551.0,127.0,65,6655.9,693.0400000000001
10.0,77.4,327,20.45,85.99,0.0,325,251,52,450,224,336,315,158,113,289,371,295.0,135.0,65,3584.1,745.73
10.0,77.5,287,20.45,85.99,0.0,355,250,45,418,227,313,279,170,79,296,367,379.0,140.0,65,4590.75,807.5300000000001
10.0,77.6,290,20.45,85.99,0.0,296,264,38,467,237,295,225,159,113,309,350,306.0,142.0,71,3702.8,688.2
10.0,77.7,428,20.45,85.99,0.0,305,255,48,439,257,341,294,168,139,283,367,378.0,131.0,67,4576.3,712.8199999999999
10.0,77.8,215,20.45,85.99,0.0,298,242,39,446,256,293,229,149,79,271,370,270.0,146.0,70,3270.2,693.65
10.0,77.9,184,23.52,84.62,0.0,302,246,38,426,271,297,239,159,119,273,354,298.0,151.0,71,3601.5,703.1600000000001
10.0,78.0,158,23.52,84.62,0.0,270,240,41,420,310,292,271,161,101,293,361,320.0,145.0,68,3871.45,646.8199999999999
10.0,78.1,160,23.52,84.62,0.0,318,311,47,407,276,305,264,163,80,262,364,280.0,147.0,71,3410.75,780.9
10.0,78.2,151,23.52,84.62,0.0,319,327,38,397,284,279,244,166,118,278,369,263.0,150.0,72,3211.5,797.3900000000001
10.0,78.3,134,23.52,84.62,0.0,327,294,35,390,283,288,259,169,98,275,337,293.0,147.0,72,3551.9500000000003,781.4599999999999
10.0,78.4,138,23.52,84.62,0.0,334,310,47,356,310,331,299,175,110,263,332,351.0,143.0,69,4258.6,811.82
10.0,78.5,100,24.59,84.52,0.0,353,290,45,363,284,312,291,176,84,274,335,361.0,148.0,70,4370.25,833.5
10.0,78.6,89,24.59,84.52,0.0,353,282,35,379,268,291,246,171,85,288,333,311.0,147.0,72,3762.75,823.2099999999999
10.0,78.7,67,24.59,84.52,0.0,333,258,38,375,292,320,249,177,75,269,337,332.0,144.0,73,4005.25,775.83
10.0,78.8,63,24.59,84.52,0.0,342,262,40,384,274,316,242,172,71,269,338,347.0,144.0,74,4184.8,792.17
10.0,78.9,40,24.59,84.52,0.0,389,361,39,369,242,328,235,183,53,304,362,413.0,148.0,82,5000.650000000001,950.5000000000001
10.0,79.0,26,24.59,84.52,0.0,400,374,42,328,272,308,304,177,66,303,361,371.0,144.0,80,4505.15,990.14
10.0,79.1,17,25.92,81.36,0.07,356,327,48,340,304,327,394,195,78,292,366,323.0,140.0,70,3934.9510499999997,881.23
12.7,79.7,71,24.85,76.75,0.22,341,284,38,353,306,260,277,169,64,261,377,286.0,140.0,71,3476.5533,828.3900000000001
13.8,78.6,763,21.13,78.54,0.0,312,216,53,462,226,278,183,167,186,318,351,343.0,130.0,69,4134.450000000001,685.37
13.8,78.8,464,21.13,78.54,0.0,366,271,33,383,252,220,150,163,79,281,373,253.0,141.0,71,3075.0,851.0600000000002
13.8,79.0,459,21.13,78.54,0.0,320,282,37,417,263,248,159,167,164,298,374,240.0,140.0,68,2929.3999999999996,765.11
13.8,79.1,504,21.56,84.9,0.0,310,278,36,391,299,249,205,163,141,288,380,250.0,142.0,70,3045.3,754.46
13.8,79.2,978,21.56,84.9,0.0,299,285,65,448,253,343,327,176,196,327,352,403.0,117.0,63,4891.45,705.8200000000002
13.8,79.4,302,21.56,84.9,0.0,340,278,63,389,271,290,354,161,173,282,383,332.0,130.0,63,4044.75,812.28
14.0,76.9,611,23.88,58.47,0.0,392,259,26,342,266,204,146,151,70,297,389,165.0,148.0,71,2018.8000000000002,907.89
14.0,78.0,593,22.21,68.99,0.0,301,204,33,487,212,224,121,120,158,252,359,317.0,140.0,69,3820.25,655.7700000000001
